,school,sex,age,address,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_other,reason_reputation,guardian_father,guardian_mother,guardian_other,have_failed,high_absences,student_drinker
25,1,1,16,1,1,1,2,2,1,1,2,0,1,1,0,0,1,1,0,1,2,2,1,3,5,14,6,9,8,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,True,1,1
26,1,0,15,1,1,1,2,2,1,1,0,0,1,1,0,1,1,1,0,4,2,2,1,2,5,2,12,12,11,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,False,0,1
27,1,0,15,1,1,1,4,2,1,1,0,0,0,1,0,1,1,1,0,2,2,4,2,4,1,4,15,16,15,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,False,0,1
28,1,0,16,1,0,0,3,4,1,2,0,1,1,0,1,1,1,1,0,5,3,3,1,1,5,4,11,11,11,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,False,0,0
29,1,0,16,1,1,1,4,4,1,2,0,0,1,1,1,1,1,1,1,4,4,5,5,5,5,16,10,12,11,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,False,1,1
30,1,0,15,1,1,1,4,4,1,2,0,0,1,1,0,0,1,1,0,5,4,2,3,4,5,0,9,11,12,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,False,0,1
31,1,0,15,1,1,1,4,4,2,2,0,0,1,0,1,1,1,1,0,4,3,1,1,1,5,0,17,16,17,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,False,0,0
32,1,0,15,0,1,1,4,3,1,2,0,0,1,0,1,1,1,1,1,4,5,2,1,1,5,0,17,16,16,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,False,0,0
33,1,0,15,1,0,1,3,3,1,2,0,0,0,0,1,0,1,1,0,5,3,2,1,1,2,0,8,10,12,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,False,0,0
34,1,0,16,1,1,1,3,2,1,1,0,0,1,1,0,0,1,1,0,5,4,3,1,1,5,0,12,14,15,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,False,0,0
35,1,1,15,1,1,1,2,3,2,1,0,0,1,0,1,1,1,0,0,3,5,1,1,1,5,0,8,7,6,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,False,0,0
36,1,0,15,1,0,1,4,3,1,3,0,0,1,0,1,1,1,1,0,5,4,3,1,1,4,2,15,16,18,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,False,0,0
37,1,0,16,0,1,0,4,4,2,3,0,0,1,0,1,1,1,1,1,2,4,3,1,1,5,7,15,16,15,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,False,1,0
38,1,1,15,0,1,1,3,4,1,3,0,1,1,1,1,1,1,1,0,4,3,2,1,1,5,2,12,12,11,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,False,0,0
39,1,1,15,0,1,1,2,2,1,1,0,1,1,1,1,1,1,0,0,4,3,1,1,1,2,8,14,13,13,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,False,1,0
40,1,1,16,1,0,1,2,2,2,2,1,0,1,0,1,0,1,1,1,3,3,3,1,2,3,25,7,10,11,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,True,1,1
41,1,0,15,1,0,1,4,4,1,1,0,0,1,0,0,0,1,1,1,5,4,3,2,4,5,8,12,12,12,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,False,1,1
42,1,0,15,1,1,1,4,4,1,2,0,0,1,0,1,1,1,1,0,4,3,3,1,1,5,2,19,18,18,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,False,0,0
43,1,0,15,1,1,1,2,2,1,1,0,1,1,0,0,1,1,1,0,5,4,1,1,1,1,0,8,8,11,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,False,0,0
44,1,1,16,1,0,1,2,2,2,2,1,1,0,0,1,1,1,1,0,4,3,3,2,2,5,14,10,10,9,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,True,1,1
45,1,1,15,1,0,0,4,3,1,2,0,1,1,1,1,1,1,1,1,5,2,2,1,1,5,8,8,8,6,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,False,1,0
46,1,1,16,1,0,0,3,3,1,2,0,0,1,0,0,1,1,1,0,2,3,5,1,4,3,12,11,12,11,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,False,1,1
47,1,0,16,1,1,1,4,3,1,4,0,0,0,0,1,1,1,1,0,4,2,2,1,1,2,4,19,19,20,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,False,0,0
48,1,0,15,1,1,1,4,2,1,2,0,0,1,1,0,1,1,0,0,4,3,3,2,2,5,2,15,15,14,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,False,0,1
49,1,1,15,1,1,1,4,4,1,2,1,1,1,0,1,0,1,1,0,4,4,4,1,1,3,2,7,7,7,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,True,0,0
50,1,1,16,1,0,1,2,2,3,2,0,0,1,1,0,1,1,1,0,4,3,3,2,3,4,2,12,13,13,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,False,0,1
51,1,1,15,1,0,1,4,2,1,2,0,0,1,1,0,1,1,1,0,4,3,3,1,1,5,2,11,13,13,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,False,0,0
52,1,0,15,1,0,0,4,2,2,1,1,0,0,0,0,1,1,0,0,5,5,5,3,4,5,6,11,11,10,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,True,1,1
53,1,1,15,1,1,1,4,4,1,1,0,1,1,1,0,1,1,1,0,3,3,4,2,3,5,0,8,10,11,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,False,0,1
54,1,1,15,1,0,0,3,3,1,1,0,0,0,1,0,1,1,1,0,5,3,4,4,4,1,6,10,13,13,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,False,1,1
55,1,1,16,1,1,0,2,1,1,2,0,0,0,1,1,1,1,1,1,5,3,4,1,1,2,8,8,9,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,False,1,0
56,1,1,15,1,1,0,4,3,1,2,0,0,1,1,1,1,1,1,0,4,3,2,1,1,1,0,14,15,15,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,False,0,0
57,1,0,15,1,1,1,4,4,1,2,0,0,1,0,1,1,1,0,0,3,2,2,1,1,5,4,14,15,15,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,False,0,0
58,1,0,15,1,0,1,1,2,1,2,0,1,1,0,1,1,1,1,0,4,3,2,1,1,5,2,9,10,9,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,False,0,0
59,1,1,16,1,1,1,4,2,1,2,0,0,1,0,0,1,1,1,0,4,2,3,1,1,5,2,15,16,16,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,False,0,0
60,1,1,16,0,1,1,4,4,1,2,0,0,1,0,1,1,1,0,0,2,4,4,2,3,4,6,10,11,11,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,False,1,1
61,1,1,16,1,1,1,1,1,4,1,0,1,1,0,1,0,1,1,1,5,5,5,5,5,5,6,10,8,11,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,False,1,1
62,1,1,16,1,0,1,1,2,1,2,0,1,0,0,1,1,1,1,0,4,4,3,1,1,1,4,8,10,9,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,False,0,0
63,1,1,16,1,1,1,4,3,1,3,0,1,1,1,1,1,1,1,0,3,4,4,2,4,4,2,10,9,9,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,False,0,1
64,1,1,15,1,0,1,4,3,1,2,0,1,0,0,1,1,1,1,1,4,4,4,2,4,2,0,10,10,10,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,False,0,1
65,1,1,16,1,0,1,4,3,3,2,0,0,1,0,1,1,1,1,0,5,4,3,1,2,1,2,16,15,15,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,False,0,1
66,1,0,15,1,1,0,4,4,1,4,0,0,1,0,1,0,1,1,1,1,3,3,5,5,3,4,13,13,12,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,False,0,1
67,1,1,16,1,1,1,3,1,1,4,0,1,1,1,0,1,1,1,0,4,3,3,1,2,5,4,7,7,6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,False,0,1
68,1,1,15,0,0,1,2,2,2,2,0,1,1,1,0,1,1,1,0,4,1,3,1,3,4,2,8,9,8,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,False,0,1
69,1,1,15,0,0,1,3,1,2,4,0,0,1,0,0,0,1,1,0,4,4,2,2,3,3,12,16,16,16,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,False,1,1
70,1,0,16,1,1,1,3,1,2,4,0,0,1,1,0,1,1,1,0,4,3,2,1,1,5,0,13,15,15,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,False,0,0
71,1,0,15,1,1,1,4,2,1,4,0,0,0,0,0,1,1,1,0,3,3,3,1,1,3,0,10,10,10,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,False,0,0
72,1,1,15,0,1,1,1,1,1,2,2,1,1,0,0,0,1,1,1,3,3,4,2,4,5,2,8,6,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,True,0,1
73,1,0,16,1,1,1,3,1,1,1,0,0,0,0,1,1,1,0,0,5,3,2,2,2,5,2,12,12,14,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,False,0,1
74,1,1,16,1,1,1,3,3,1,2,0,1,1,1,1,1,1,1,0,4,3,3,2,4,5,54,11,12,11,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,False,1,1
75,1,0,15,1,1,1,4,3,1,2,0,0,1,1,1,1,1,1,0,4,3,3,2,3,5,6,9,9,10,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,False,1,1
76,1,0,15,1,1,1,4,0,2,4,0,0,0,0,1,1,1,1,0,3,4,3,1,1,1,8,11,11,10,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,False,1,0
77,1,1,16,1,1,1,2,2,1,4,0,0,0,1,0,1,1,1,1,5,2,3,1,3,3,0,11,11,11,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,False,0,1
78,1,0,17,1,1,1,2,1,2,1,3,1,1,0,1,1,0,1,0,4,5,1,1,1,3,2,8,8,10,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,True,0,0
79,1,1,16,1,1,1,3,4,1,2,0,0,1,0,0,1,1,1,0,2,4,3,1,2,3,12,5,5,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,False,1,1
80,1,0,15,1,1,1,2,3,1,1,0,1,1,1,1,0,1,1,1,3,2,2,1,3,3,2,10,12,12,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,False,0,1
81,1,0,15,1,1,1,2,3,1,3,0,1,0,1,0,0,1,1,0,5,3,2,1,2,5,4,11,10,11,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,False,0,1
82,1,1,15,1,0,1,3,2,1,2,0,0,1,1,0,1,1,1,0,4,4,4,1,1,5,10,7,6,6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,False,1,0
83,1,0,15,1,0,1,2,2,2,2,0,0,0,1,1,1,1,1,0,5,3,3,1,3,4,4,15,15,15,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,False,0,1
84,1,1,15,1,1,1,1,1,1,2,0,0,1,0,1,0,1,1,0,4,3,2,2,3,4,2,9,10,10,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,False,0,1
85,1,1,15,1,1,1,4,4,2,2,2,0,0,1,0,1,1,1,1,4,4,4,2,3,5,6,7,9,8,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,True,1,1
86,1,1,16,1,0,1,2,2,1,2,0,0,1,0,0,1,1,0,0,4,3,4,1,2,2,4,8,7,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,False,0,1
87,1,1,15,1,1,1,4,2,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,3,1,4,13,14,14,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,False,0,1
88,1,0,16,1,1,1,2,2,2,2,1,0,0,1,1,0,1,1,0,4,4,2,1,1,3,12,11,10,10,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,True,1,0
89,1,0,16,1,0,0,4,4,1,2,0,0,1,0,0,1,1,0,0,4,1,3,3,5,5,18,8,6,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,False,1,1
90,1,1,16,1,1,1,3,3,1,3,0,0,1,1,0,1,1,1,1,4,3,3,1,3,4,0,7,7,8,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,False,0,1
91,1,1,15,1,1,1,4,3,1,1,0,0,0,1,1,1,1,1,0,4,5,5,1,3,1,4,16,17,18,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,False,0,1
92,1,1,16,1,0,1,3,1,1,2,0,1,1,0,0,1,1,0,0,3,3,3,2,3,2,4,7,6,6,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,False,0,1
93,1,1,16,1,1,1,4,2,2,2,0,0,1,1,1,1,1,1,0,5,3,3,1,1,1,0,11,10,10,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,False,0,0
94,1,0,15,1,0,1,2,2,1,4,0,0,1,0,1,1,1,1,0,4,3,4,1,1,4,6,11,13,14,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,False,1,0
95,1,1,15,0,1,1,1,1,2,4,1,1,1,1,1,1,1,1,0,3,1,2,1,1,1,2,7,10,10,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,True,0,0
96,1,0,16,0,1,1,4,3,2,1,0,1,1,0,1,0,1,1,0,3,3,3,1,1,4,2,11,15,15,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,False,0,0
97,1,1,16,1,1,1,2,1,1,2,0,0,1,1,0,1,1,0,1,4,3,5,1,1,5,2,8,9,10,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,False,0,0
98,1,1,16,1,1,1,4,4,1,1,0,0,0,0,1,0,1,1,0,5,3,4,1,2,1,6,11,14,14,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,False,1,1
99,1,1,16,1,1,1,4,3,1,3,0,1,1,1,0,1,1,1,0,5,3,5,1,1,3,0,7,9,8,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,False,0,0
100,1,0,16,1,1,1,4,4,1,1,0,1,1,1,1,1,1,1,0,4,5,5,5,5,4,14,7,7,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,False,1,1
101,1,0,16,1,1,1,4,4,1,3,0,0,1,0,1,1,1,1,1,4,4,3,1,1,4,0,16,17,17,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,False,0,0
102,1,0,15,1,1,1,4,4,1,1,0,0,1,0,1,0,1,1,0,5,3,3,1,1,5,4,10,13,14,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,False,0,0
103,1,1,15,1,1,1,3,2,2,2,0,1,1,1,0,1,1,1,0,4,3,5,1,1,2,26,7,6,6,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,False,1,0
104,1,0,15,1,1,0,3,4,1,2,0,0,1,1,1,1,1,1,0,5,4,4,1,1,1,0,16,18,18,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,False,0,0
105,1,1,15,1,1,0,3,3,1,4,0,1,0,0,0,1,1,0,0,4,3,3,1,1,4,10,10,11,11,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,False,1,0
106,1,1,15,1,1,1,2,2,1,4,0,1,1,1,0,1,1,1,0,5,1,2,1,1,3,8,7,8,8,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,False,1,0
107,1,0,16,1,1,1,3,3,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,1,5,2,16,18,18,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,False,0,0
108,1,0,15,0,1,1,4,4,4,4,0,0,1,1,1,1,1,1,1,1,3,5,3,5,1,6,10,13,13,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,False,1,1
109,1,1,16,1,0,1,4,4,1,3,0,0,1,1,1,1,1,1,1,5,4,5,1,1,4,4,14,15,16,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,False,0,0
110,1,0,15,1,0,0,4,4,1,1,0,0,0,0,1,1,1,1,0,5,5,3,1,1,4,6,18,19,19,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,False,1,0
111,1,1,16,0,1,1,3,3,1,3,1,1,1,0,1,1,1,1,0,4,1,2,1,1,2,0,7,10,10,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,True,0,0
112,1,1,16,1,1,1,2,2,1,2,1,1,0,0,1,1,1,1,0,3,1,2,1,1,5,6,10,13,13,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,True,1,0
113,1,0,15,1,0,1,4,2,1,1,0,0,0,0,0,1,1,1,0,3,5,2,1,1,3,10,18,19,19,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,False,1,0
114,1,0,15,0,1,1,2,1,1,2,0,0,0,0,1,1,1,1,1,5,4,2,1,1,5,8,9,9,9,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,False,1,0
115,1,0,16,1,1,1,4,4,1,2,0,0,1,0,1,1,1,1,0,5,4,4,1,2,5,2,15,15,16,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,False,0,1
116,1,0,15,1,1,1,4,4,2,2,0,0,1,0,1,1,1,0,0,4,4,3,1,1,2,2,11,13,14,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,False,0,0
117,1,0,16,1,1,1,3,3,2,1,0,0,0,0,1,1,1,1,0,5,4,2,1,1,5,0,13,14,13,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,False,0,0
118,1,0,17,0,1,1,1,3,3,2,1,0,1,0,1,1,1,1,0,5,2,4,1,4,5,20,9,7,8,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,True,1,1
119,1,0,15,1,1,1,3,4,1,1,0,0,0,0,0,1,1,1,0,3,4,3,1,2,4,6,14,13,13,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,False,1,1
120,1,1,15,1,1,1,1,2,1,2,0,0,0,0,0,0,1,1,0,3,2,3,1,2,1,2,16,15,15,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,False,0,1
121,1,0,15,1,1,1,2,2,1,4,0,0,1,1,1,1,1,1,0,5,5,4,1,2,5,6,16,14,15,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,False,1,1
122,1,1,16,1,0,1,2,4,2,2,0,0,1,1,1,1,1,1,1,4,2,2,1,2,5,2,13,13,13,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,False,0,1
123,1,0,16,1,1,1,4,4,1,1,0,0,1,0,1,1,1,1,0,3,4,4,1,4,5,18,14,11,13,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,False,1,1
124,1,1,16,1,1,1,2,2,1,2,0,0,0,1,0,1,1,1,1,5,4,4,1,1,5,0,8,7,8,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,False,0,0
125,1,0,15,1,1,1,3,4,1,1,0,1,0,0,0,1,1,1,0,5,5,5,3,2,5,0,13,13,12,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,False,0,1
126,1,1,15,1,0,0,3,4,1,2,0,1,0,0,1,1,1,1,1,5,3,2,1,1,1,0,7,10,11,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,False,0,0
127,1,1,19,1,1,1,0,1,1,2,3,0,1,0,0,0,0,0,0,3,4,2,1,1,5,2,7,8,9,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,True,0,0
128,1,0,18,0,1,1,2,2,1,1,2,0,1,0,1,1,1,1,0,3,3,3,1,2,4,0,7,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,True,0,1
129,1,0,16,0,1,1,4,4,1,1,0,0,0,1,1,1,1,1,0,3,5,5,2,5,4,8,18,18,18,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,False,1,1
130,1,1,15,0,1,1,3,4,2,3,2,0,1,0,0,1,1,1,1,4,2,2,2,2,5,0,12,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,True,0,1
131,1,1,15,1,1,1,1,1,3,1,0,0,1,0,1,0,1,1,1,4,3,3,1,2,4,0,8,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,False,0,1
132,1,1,17,1,0,1,2,2,1,1,0,0,1,0,0,1,1,1,1,3,4,4,1,3,5,12,10,13,12,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,False,1,1
133,1,1,16,1,1,0,3,4,1,1,0,0,0,0,0,1,1,1,0,3,2,1,1,4,5,16,12,11,11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,False,1,1
134,1,0,15,0,1,1,3,4,4,2,0,0,1,0,0,1,1,0,1,5,3,3,1,1,5,0,9,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,False,0,0
